Operateur;Latitude;Longitude;2G;3G;4G
20815;43.1165435353679;6.19686981031158;0;1;1
20820;47.6607707325437;6.47019031309727;1;1;0
20801;45.9094857431903;6.3602785332734;1;1;0
20801;43.1163386843633;6.19861560214401;1;1;1
20810;47.6621043207782;6.47139738358783;0;1;0
20801;45.0468998183632;6.3093228752564;1;0;0
20815;47.6645719155426;6.47203820942883;0;1;1
20820;43.5591651718151;6.22388162054318;1;1;1
20815;43.5591648045711;6.22389398239752;0;1;1
20810;43.5594611035573;6.22392300915945;1;1;0
20801;43.5590528861859;6.22402390262928;1;1;1
20801;47.8615440399721;6.48547809877839;0;1;0
20820;47.8615620221724;6.48547927903831;1;1;0
20810;47.8615620221724;6.48547927903831;1;1;0
20815;47.8615616250379;6.48549263957241;0;1;0
20801;48.5730181448174;6.53415099120957;1;1;0
20810;44.0174547799236;6.25193807249843;1;1;1
20820;45.8958953467203;6.36296081585527;1;1;1
20815;45.8959043434801;6.36296136495049;0;1;1
20820;43.6308216031786;6.23015576127388;1;1;0
20810;43.6308216031786;6.23015576127388;1;1;0
20801;43.630830593479;6.23015626787908;1;1;0
20820;43.6305577308731;6.2305500240601;1;1;1
20801;46.0584357772268;6.37363544444142;1;1;1
20810;49.1344353759452;6.57392863875715;1;1;1
20820;49.1333661851622;6.57417030090664;1;1;1
20820;43.3092239926474;6.21320535858897;1;1;1
20810;45.2627131335497;6.32592841614232;1;1;1
20820;45.2627037580677;6.32594061819014;1;1;1
20820;43.4316645245906;6.22015739503033;1;1;1
20815;43.4316612234624;6.22026840543501;0;1;1
20810;43.4317129571127;6.22034543228129;1;1;0
20801;43.4324467603178;6.22049771695323;1;1;0
20820;44.0158997777119;6.25394624632903;1;1;1
20810;43.3101647132036;6.21426878309465;1;1;0
20815;46.2083269919016;6.38443597146955;0;1;1
20820;46.238878207333;6.38666200511773;1;1;0
20810;46.238878207333;6.38666200511773;0;1;0
20801;46.238877821239;6.38667497059042;0;1;0
20815;46.2389999115389;6.38681241558951;0;1;0
20810;46.8423308502417;6.4247178186228;1;1;0
20820;46.0740798626532;6.37705694675222;1;1;1
20810;46.074077937619;6.37712158005039;1;1;1
20820;47.9836858795381;6.49888065343786;1;1;1
20810;47.9837468189283;6.49895176591021;1;1;1
20820;43.3128759493531;6.2157392673001;1;1;1
20810;43.313007843707;6.21584526387735;1;1;1
20801;48.2010235461572;6.51380670220978;1;1;1
20815;43.3129124666944;6.21602488479233;0;1;1
20810;48.4918456197515;6.5342900856081;1;1;1
20820;48.4916450582086;6.53618678944675;1;1;1
20815;48.4916540451648;6.53618739534246;0;1;0
20801;47.683288466506;6.48281042558869;1;1;1
20820;48.2286537035112;6.51963817478381;1;1;1
20810;48.2286537035112;6.51963817478381;1;1;1
20801;48.2286277070443;6.51990603905862;1;1;1
20810;43.1265958231651;6.21028083396114;1;1;1
20820;45.6972168533793;6.35975326765281;1;1;1
20810;45.6972168533793;6.35975326765281;1;1;1
20801;47.6732624364765;6.4845696780141;0;1;0
20801;43.0015584728544;6.20391549735948;1;1;1
20810;46.1412433811674;6.38802493603132;1;1;1
20801;47.2454578653638;6.45820202836588;1;1;0
20820;47.2454668593287;6.45820260717101;1;1;0
20815;47.2454668593287;6.45820260717101;0;1;0
20810;47.2454668593287;6.45820260717101;1;1;0
20801;46.0755537103778;6.3850604555106;1;1;1
20815;45.6977732553726;6.3619479134263;0;1;1
20820;46.1414250261712;6.38948838116679;1;1;1
20815;46.1414336363288;6.3895018795013;0;1;1
20801;48.9364491509243;6.57157501875764;1;1;1
20820;44.044160421198;6.2647155561362;1;1;0
20815;44.044160421198;6.2647155561362;0;1;0
20801;44.044160421198;6.2647155561362;0;1;0
20810;44.044160421198;6.2647155561362;1;1;0
20820;43.1268809017024;6.21309875721998;1;1;1
20810;47.6561613803244;6.48610566380563;1;1;0
20820;46.0632040133005;6.38511516488093;1;1;1
20815;46.0755588189582;6.38609682969039;0;1;1
20810;46.0632530955886;6.38558431169984;1;1;1
20815;46.1188924999762;6.38917242836277;0;1;1
20801;43.368167193167;6.22778740383459;1;1;0
20820;43.3684036357839;6.22801046513379;1;1;1
20810;43.3677105737651;6.2283048245868;1;1;1
20820;49.2591570704487;6.59610177036559;1;1;1
20810;49.2591570704487;6.59610177036559;1;1;1
20801;47.5451318718849;6.48068423288065;1;1;0
20801;49.2591297199914;6.59611361520322;1;1;1
20815;49.2591656415767;6.5961161164178;0;1;1
20810;47.545112696598;6.48072290567007;1;1;0
20815;45.658207659817;6.36310446300873;0;1;1
20810;45.953148411225;6.38134475236923;1;1;1
20820;45.8498383211823;6.37504895947513;1;1;1
20810;45.8498383211823;6.37504895947513;1;1;1
20820;45.6583647925356;6.36357672097281;1;1;1
20820;45.8500031017421;6.3752654079548;1;1;0
20815;45.8500027169417;6.37527828213458;0;1;1
20810;45.658327272053;6.3636258523972;1;1;1
20820;45.9531603658995;6.38184944213276;1;1;1
20801;45.9530493214181;6.38194599489378;1;1;0
20801;46.1158278633101;6.39249540477061;1;1;0
20820;45.2105567640241;6.33778681370463;1;1;1
20820;45.2111482284379;6.33789870412816;1;1;0
20810;45.2105150716747;6.33797556465526;1;1;1
20801;48.4702606330146;6.54575544643367;1;1;0
20820;48.5658334046425;6.5522527957636;1;1;1
20815;48.5658423909853;6.55225340527179;0;1;1
20810;48.4702644721635;6.54622968334891;1;1;0
20810;48.5656485043885;6.55271509661129;1;1;1
20820;46.8424961260394;6.43971460115673;1;1;0
20801;46.8424961260394;6.43971460115673;1;1;0
20810;46.842495733944;6.43972771068416;1;0;0
20815;46.8425047292171;6.43972828211712;0;1;0
20801;45.6564467382935;6.36713597828353;0;0;0
20801;47.6857917626009;6.49552933507935;0;1;0
20820;49.1486064772098;6.5961041808567;1;1;1
20815;47.7881763550395;6.50418401551998;0;1;0
20801;47.7881571744192;6.5042228564589;0;1;0
20810;49.1487085234555;6.59630334934025;1;1;1
20810;47.7880832468882;6.50428482632634;1;1;0
20815;49.1486162534273;6.59637925810584;0;1;1
20801;48.1166322723526;6.52630022687746;1;1;1
20810;48.1166588389972;6.52631545130797;1;1;1
20810;44.3425022205459;6.29141845188001;1;1;1
20820;44.3418868979052;6.29150823117977;1;1;1
20820;48.116661400747;6.52653084609831;1;1;1
20820;47.1461520288778;6.4630240218212;1;0;0
20801;47.1458348607013;6.46308287194529;1;1;0
20810;47.1461906847053;6.4632378466367;1;1;0
20820;48.7172124786291;6.5678027122401;1;0;0
20810;48.7172124786291;6.5678027122401;1;1;1
20801;48.7172108535912;6.56785702672417;0;1;0
20820;49.0629376604314;6.59168296514476;1;1;1
20810;49.0629376604314;6.59168296514476;1;1;1
20801;45.6631898524367;6.37100408425533;0;1;1
20820;49.2695844670863;6.60672946344583;1;1;1
20810;49.2695844670863;6.60672946344583;1;1;1
20820;43.513181595991;6.24609537020817;1;1;0
20810;43.5132261736756;6.24611026234789;1;1;0
20815;43.513055003628;6.24611296094971;0;1;1
20801;47.5164869030221;6.4891667336817;1;1;0
20820;47.5164958957616;6.48916732062471;1;1;0
20815;47.5164958957616;6.48916732062471;0;1;0
20810;47.516476319763;6.48921924398085;1;1;0
20820;47.3649589072666;6.47942439703658;1;1;0
20801;49.1047702787492;6.59687228488933;1;1;1
20810;47.7551128060712;6.50568069957133;1;1;0
20815;47.7551213981571;6.50569462560829;0;1;0
20810;45.2785438562665;6.3499019862559;1;1;1
20801;47.7550814373049;6.5058255928049;0;1;0
20820;45.2788099245629;6.35004563806354;1;1;1
20815;44.3419324299661;6.29540262413978;0;1;1
20820;47.402164421948;6.4842428531622;1;1;1
20810;47.402164421948;6.4842428531622;1;1;1
20801;47.4022186383366;6.48453836044025;1;1;1
20815;47.4022002547375;6.4845504366584;0;1;1
20810;46.0255297797612;6.39742919001983;1;1;1
20820;46.0255462236162;6.3974819625187;1;1;1
20801;46.0255458362845;6.3974948776294;1;1;0
20815;46.0255548328676;6.39749543366733;0;1;0
20820;49.0486327865545;6.59537554347351;1;1;1
20810;45.4229063488023;6.3607673137641;1;1;1
20820;45.4230577553317;6.36082766470229;1;1;0
20820;45.4230577553317;6.36082766470229;1;1;1
20801;45.2065483883708;6.34795003682367;1;1;1
20810;49.0487466689665;6.59578054908804;1;1;1
20815;45.4229034673925;6.36116389513356;0;1;0
20820;46.0851685568961;6.40170201726379;1;1;1
20815;46.0851775534396;6.40170257459397;0;1;1
20810;46.0851890294449;6.40222141059975;1;1;1
20801;45.4205293231557;6.36249207808755;1;1;1
20801;49.0804288369038;6.60060910515798;1;1;1
20801;47.4015453346163;6.48775941447145;0;1;0
20810;44.1248592842878;6.28684621196887;1;0;0
20801;44.1248589097443;6.28685869638094;1;1;1
20801;47.6780235363015;6.50611921791923;0;1;0
20810;44.6943622647355;6.320369494626;1;1;1
20801;45.6686236334562;6.37885560700704;1;1;1
20815;46.3435410133412;6.42064704197248;0;1;1
20801;44.6945833524531;6.32050886408208;1;1;0
20820;44.694717518931;6.32054204421818;1;1;1
20801;47.4442388404878;6.49133789592627;0;1;0
20820;47.4442478335215;6.49133848244214;1;1;0
20810;47.4442478335215;6.49133848244214;1;1;0
20815;47.4442564286665;6.49135232535578;0;1;0
20810;45.6691347845702;6.37954246011656;1;1;1
20815;45.6691250174165;6.37956757474988;0;1;1
20820;45.6691336287138;6.37958095638343;1;1;1
20820;46.2791964337687;6.41732639024923;1;1;1
20820;46.0764678390082;6.4048023519382;1;0;0
20815;43.1330428160243;6.23160777275407;0;1;1
20810;46.2787732518012;6.41761193718681;1;1;1
20820;43.2314950339683;6.23783565229509;1;1;1
20810;43.2314950339683;6.23783565229509;1;1;1
20820;49.1168860703557;6.60554293533574;1;1;1
20810;49.1169399601518;6.60554668666568;1;1;1
20815;49.1168946415878;6.60555724356844;0;1;1
20801;43.2312697434502;6.2381431300371;1;1;0
20820;46.147738816727;6.41070496775528;1;1;1
20810;46.147738816727;6.41070496775528;1;1;1
20815;45.2753018843526;6.35732755725644;0;1;0
20801;45.2753018843526;6.35732755725644;1;1;1
20820;47.6869304909931;6.50924046186919;1;1;0
20801;43.1338909284799;6.23304413133657;1;1;1
20820;43.1339523643103;6.23309673392099;1;1;1
20810;47.6912953308635;6.50970142671097;1;1;0
20801;47.691536303578;6.51007759108624;1;1;1
20801;49.1296677182109;6.60850386595261;1;1;1
20810;44.5563766453937;6.31609340412974;1;1;1
20810;43.0001874008545;6.22718847781911;1;1;0
20820;44.5564833677976;6.31643992709054;1;1;1
20810;46.0722455321235;6.4091378950475;1;1;1
20820;46.0722451434644;6.40915082105024;1;1;1
20801;46.0788795141947;6.40973104189393;1;1;1
20820;45.9255020903748;6.40037666905473;1;1;1
20810;45.9255020903748;6.40037666905473;1;1;1
20801;44.6987543845654;6.32654119602449;1;1;0
20801;45.925831245498;6.40112026994511;1;1;1
20815;45.9258402420736;6.40112082556876;0;1;1
20801;45.6726988090078;6.38571272359278;0;1;1
20815;45.2941723965198;6.36278092389418;0;1;0
20820;49.0851950203941;6.60884695922651;1;1;1
20810;49.0851950203941;6.60884695922651;1;1;1
20815;47.0678660485655;6.47386274063062;0;1;1
20815;49.1857988413907;6.61607194958562;0;1;0
20820;49.185717601154;6.61607999979269;1;1;1
20810;49.185471410934;6.61618635659771;1;1;1
20820;43.1447442097333;6.23914668303289;1;1;1
20815;43.144753196715;6.23914718677746;0;1;1
20810;43.1447797887946;6.23916097118844;1;1;1
20820;46.3394720479812;6.42887719383901;1;1;1
20820;44.002433020654;6.28828070596682;1;0;0
20810;46.3395494958075;6.42899917472702;1;1;1
20820;45.6635955049668;6.38721240480432;1;1;1
20820;44.6877695554964;6.32865836583715;1;1;1
20810;45.6635897124479;6.3874048660636;1;1;1
20801;44.0025345550612;6.28879821600677;1;1;0
20801;47.681597000513;6.51582687604104;1;1;1
20815;44.0019879079196;6.2890037588768;0;1;0
20801;43.1446031625147;6.24024522061001;1;1;1
20810;44.6877723679509;6.32916378578726;1;1;1
20810;44.0026345842215;6.28966506063177;1;1;0
20801;49.046866721341;6.60953498335694;1;1;1
20810;46.1983178090337;6.422510746541;1;1;1
20820;46.1983068617421;6.4225749627742;1;1;1
20801;46.1983279979124;6.42277098293957;1;1;0
20820;44.4779461313538;6.31868862207075;1;1;0
20801;49.2257811908376;6.62336259674067;1;1;0
20815;44.7088836213893;6.33249765226502;0;1;1
20801;43.3910878555507;6.2564326650841;1;1;0
20801;43.1261125986822;6.24175275699138;1;1;1
20820;48.208328211377;6.55471806527007;1;1;1
20810;48.2083004352773;6.55474314341467;1;1;1
20820;43.9102479111277;6.28746540431372;1;1;0
20815;43.9102479111277;6.28746540431372;0;1;0
20801;43.9102479111277;6.28746540431372;0;1;0
20810;43.9102479111277;6.28746540431372;1;1;0
20801;48.2083129796685;6.55582199428319;1;1;1
20810;43.310881919504;6.25408290412829;1;1;1
20820;43.3108534727364;6.25413061528213;1;1;1
20801;48.9195502231635;6.60500008631083;1;1;1
20801;45.8938754258946;6.40722836804196;1;1;1
20810;46.0773311065999;6.4186490532966;1;1;1
20820;45.8932699383958;6.40728128488121;1;1;1
20810;45.8932699383958;6.40728128488121;1;1;1
20820;46.0772122357138;6.41900429191497;1;1;1
20820;48.0538798480716;6.54776602388908;1;1;1
20810;48.0538496454531;6.54787148403985;1;1;1
20801;46.0677304777084;6.41959247054634;1;1;0
20801;48.1574062163938;6.55487044584871;1;1;1
20801;45.864892052078;6.40711431901352;1;1;1
20801;46.3542322921082;6.43766577569601;1;1;1
20810;46.3539260307546;6.43765952452574;1;1;1
20820;46.3541450560945;6.43786856089371;1;1;1
20815;46.3541536603305;6.43788211936103;0;1;1
20801;46.3254319648942;6.43657033533857;1;1;1
20801;48.2780555579409;6.56409225552104;1;1;0
20801;46.2946101300375;6.43495900486841;1;1;1
20820;44.2468612649927;6.31178758275287;1;1;1
20810;44.2467608303222;6.31183185157732;1;1;1
20815;44.2469466678502;6.31194296636369;0;1;1
20810;47.3833833493339;6.50589469569466;1;1;1
20810;43.1215674057757;6.24770380083635;1;1;1
20820;43.1215307190294;6.24772631772636;1;1;1
20820;47.3831347414037;6.50636932388869;1;1;1
20801;45.6634669037411;6.39775799307354;1;1;1
20815;45.6633311816572;6.39777536766339;0;1;1
20820;45.7703484923028;6.40572488325914;1;1;1
20810;45.7703484923028;6.40572488325914;1;1;1
20815;45.7705526942316;6.40582763213071;0;1;1
20820;47.993611142645;6.54971458372191;1;1;1
20810;47.9936356862794;6.54979675124822;1;1;1
20820;49.2191909197939;6.63599376936673;1;1;1
20810;49.2191909197939;6.63599376936673;1;1;1
20801;47.9803208834965;6.55130628231211;1;1;1
20801;45.6915790756561;6.4043208767651;1;1;1
20801;43.1242522341842;6.25329891604082;1;1;1
20820;45.2773929526912;6.3791544255106;1;1;1
20820;45.2774919097599;6.37916042730454;1;1;0
20801;45.2774919097599;6.37916042730454;1;1;0
20810;45.2774094040008;6.37920648446184;1;1;1
20801;48.9266431953944;6.61636640487341;1;1;1
20815;48.9266697333035;6.61638191218159;0;1;1
20815;45.2772198510431;6.37951411913732;0;1;1
20820;47.9807213360548;6.5526614270855;1;1;1
20810;47.9807213360548;6.5526614270855;1;1;1
20801;47.7235532305621;6.53619548880348;1;1;1
20815;43.2990897680559;6.26534959673926;0;1;1
20801;45.9055508908461;6.42055160794002;1;0;0
20801;45.9055508908461;6.42055160794002;1;1;1
20815;45.9055598873248;6.42055216653051;0;1;1
20801;47.6950678951747;6.53549242264969;0;1;0
20801;47.6675961919633;6.5340303824057;0;1;0
20815;47.6676047810838;6.53404429015857;0;1;1
20801;48.5808301523249;6.59585610206684;1;1;1
20820;48.5808481243424;6.59585733638958;1;1;1
20810;48.5808481243424;6.59585733638958;1;1;1
20801;46.132875791563;6.43551555153034;1;1;1
20820;46.3484076317371;6.44996370955654;1;1;1
20810;46.3484166278427;6.44996427750991;1;1;1
20815;46.3161696961972;6.44868410084024;0;1;0
20801;43.3068439992141;6.26884642820417;1;1;0
20820;46.3162196942368;6.44911652354352;1;1;1
20810;46.3162196942368;6.44911652354352;1;1;1
20820;43.1476113930852;6.26019579744217;1;1;1
20810;43.1476113930852;6.26019579744217;1;1;1
20820;45.895402332757;6.42291641414454;1;1;1
20810;45.9500429326059;6.42674054688406;1;1;0
20820;45.9048251826991;6.42397957858479;1;1;1
20810;45.9048686035937;6.4240339209028;1;1;1
20801;45.9497581825659;6.42691664235185;1;1;1
20801;45.9497581825659;6.42691664235185;1;0;0
20815;45.9497671790144;6.42691720243028;0;1;1
20810;45.8950045777231;6.42355004362589;1;1;1
20820;45.9502060515261;6.42700913268247;1;1;0
20820;45.7115953869959;6.4133243397825;1;1;1
20810;45.7115953869959;6.4133243397825;1;1;1
20801;47.7001650128329;6.54092906893416;0;1;0
20820;48.3833885418644;6.58749895839593;1;1;1
20810;48.3833885418644;6.58749895839593;1;1;1
20815;48.3836218066711;6.58752839962945;0;1;1
20810;43.966379403135;6.31081930482129;1;1;1
20820;43.9666847479297;6.3108495128894;1;1;1
20801;47.5002716923314;6.52971309761213;1;1;0
20820;47.5002806849353;6.52971369119135;1;1;0
20810;47.5002806849353;6.52971369119135;1;1;0
20815;47.5002802826867;6.52972696118099;0;1;0
20820;44.1661416811082;6.32311377547425;1;1;0
20810;44.1661416811082;6.32311377547425;1;1;0
20815;44.166150295185;6.323126794801;0;1;0
20801;44.166150295185;6.323126794801;0;1;0
20801;43.9661664286948;6.31160510558442;1;1;0
20801;47.0180600509097;6.49910689775737;1;1;0
20810;47.0184198309181;6.49913022514133;1;1;0
20810;45.6884842642747;6.41692641544855;1;1;1
20820;45.6884654923569;6.41695097644822;1;1;1
20815;45.8833258934374;6.43000024371564;0;1;0
20810;49.1790218432213;6.64828517098098;1;1;1
20801;48.0427131410037;6.57000111963385;1;1;0
20820;46.3396630383683;6.45893780473895;1;1;1
20815;46.3396720344388;6.4589383740777;0;1;1
20801;49.1785803807744;6.64859724304899;1;1;1
20820;49.1786073233464;6.64859914335669;1;1;1
20815;49.1786069080738;6.64861284233625;0;1;1
20810;46.339606695979;6.45901232173336;1;1;1
20820;48.1158684968313;6.57615423682937;1;1;1
20801;45.6741556077975;6.41832995692983;1;1;0
20810;48.1158309104324;6.57620549964463;1;1;1
20801;46.3591943482782;6.46133297939884;1;1;1
20820;46.360839671984;6.46206212627171;1;1;1
20810;46.360839671984;6.46206212627171;1;1;1
20820;43.3789917242279;6.28367061085997;1;1;1
20820;45.6772986525423;6.42019569296634;1;1;1
20815;45.6771887462643;6.42025318658807;0;1;1
20810;43.378644927895;6.28382364497267;1;1;1
20810;45.6773573381151;6.42034075739276;1;1;1
20820;48.9285589358751;6.6345609514769;1;1;1
20810;48.9285589358751;6.6345609514769;1;1;1
20820;44.4157618963522;6.34481995929658;1;1;1
20810;47.8285487998326;6.55967864727127;1;1;0
20801;47.8285271676689;6.55979760771229;1;1;0
20815;47.7487523400097;6.55464838291576;0;1;1
20801;47.7488765984284;6.55471011772178;1;1;0
20820;43.4044592000045;6.28650718033968;1;1;0
20810;47.7486583763088;6.55477569421306;1;1;1
20815;43.4044453449944;6.28666693393853;0;1;1
20801;43.4745647876543;6.29075119477732;1;1;1
20801;44.4860883569154;6.34976426216681;1;1;0
20820;44.4157633339926;6.34566228428796;1;1;0
20810;44.4157633339926;6.34566228428796;1;1;0
20815;44.4161133274834;6.34570812853109;0;1;1
20801;46.2155534294909;6.45639866995248;1;1;0
20815;44.3333284437063;6.34167185534222;0;1;1
20801;44.3330574986102;6.34169352768996;1;1;0
20810;47.5426587838695;6.54242702966009;1;1;0
20801;47.542368313331;6.54279367778019;1;1;0
20810;46.3649761273208;6.46682914716173;1;1;1
20820;46.3649819615041;6.46693367653974;1;1;1
20815;48.7530613920894;6.62583431243411;0;1;0
20810;46.3531563683303;6.46663894296854;1;1;1
20801;46.3654818926015;6.46798096538527;1;1;1
20820;46.3523484193039;6.46742076451672;1;1;1
20815;46.3523484193039;6.46742076451672;0;1;1
20801;48.7520359291088;6.62698848469345;1;1;1
20815;46.3647814921136;6.46878279273485;0;1;1
20820;43.4015034494378;6.29043822774257;1;1;1
20810;43.4014386557035;6.2904962675651;1;1;0
20801;43.4015427703431;6.29062571150598;1;1;0
20820;47.1335952993772;6.51896167624137;1;1;1
20810;47.1335952993772;6.51896167624137;1;1;1
20815;46.1574448754163;6.4563548767061;0;1;1
20815;47.1335671139917;6.51899945227086;0;1;1
20801;46.15721878738;6.45637953819887;1;1;0
20820;46.1575203248907;6.45654122048646;1;1;1
20810;46.1575203248907;6.45654122048646;1;1;1
20801;49.2433015105243;6.66360086253671;1;1;0
20820;49.2433284510918;6.66360277304187;1;1;1
20801;44.4105137697204;6.35059331833968;1;1;0
20801;43.5885176337485;6.30309928386811;1;1;0
20820;44.5114921640492;6.35793248698679;1;1;0
20815;44.5108156959274;6.35795522031087;0;1;0
20810;44.5016446431337;6.357611380952;1;0;0
20801;44.5016536371599;6.3576119156513;1;1;1
20801;45.4441985842713;6.41461451253287;1;1;1
20801;49.1982893547226;6.66226569051506;0;1;0
20820;49.1983162965442;6.66226759866312;1;1;1
20810;49.1983162965442;6.66226759866312;1;1;1
20810;48.5362629935684;6.61610702405392;1;1;1
20820;47.0397769518559;6.51579456520511;1;1;1
20810;49.2436075548212;6.6656706691464;1;1;1
20810;47.0392042964747;6.51595498633657;1;1;1
20801;48.5363719897349;6.61637218232974;1;1;1
20820;48.5363899621832;6.61637342263752;1;1;1
20801;46.3585017347698;6.47225054846485;1;1;1
20815;45.2288594967904;6.40204076784403;0;1;1
20820;44.1335903303701;6.33655820882604;1;1;0
20810;44.1335903303701;6.33655820882604;1;1;0
20801;44.1335993229096;6.3365587367361;0;1;0
20815;44.1335989427029;6.33657122273698;0;1;0
20820;45.2290812915592;6.40215633457405;1;1;1
20810;45.2290812915592;6.40215633457405;0;0;1
20801;48.3795027589915;6.60602550635516;1;1;0
20820;48.2505361242805;6.59721391951094;1;1;0
20801;48.2502464511102;6.59726157745279;1;1;1
20820;49.0296313502274;6.65142810881099;1;1;1
20810;49.0296313502274;6.65142810881099;1;1;1
20810;44.5798945691829;6.36342964011596;1;1;1
20820;44.5817544709876;6.36360359685211;1;1;1
20820;43.3215309211868;6.29013813353801;1;1;1
20810;43.3215309211868;6.29013813353801;1;1;1
20801;44.5797179273453;6.36360821711327;1;0;0
20810;45.2288233498296;6.40293136631615;1;1;0
20801;43.3210781425985;6.29051922760086;1;1;0
20810;45.2445220490059;6.40415756601986;1;1;1
20820;45.2444406977078;6.40416535630557;1;1;1
20801;45.2444406977078;6.40416535630557;1;1;0
20801;45.7396407320214;6.43481582236573;1;1;1
20815;45.7397252132793;6.4350012879018;0;1;1
20810;45.7395495831817;6.43514483837953;1;1;1
20820;45.7395562297891;6.43522248592165;1;1;1
20815;43.5467463930013;6.30413739909464;0;1;1
20820;43.5467460166236;6.30414975775658;1;1;0
20820;43.5467460166236;6.30414975775658;1;1;1
20815;46.9913871744404;6.5150013132491;0;1;1
20820;46.9914449273001;6.5151762985152;1;1;0
20820;48.6885854076863;6.62938303249823;1;1;1
20810;48.6885854076863;6.62938303249823;1;1;1
20801;45.2285972590348;6.40443533039828;1;1;1
20810;49.164501232014;6.66320934597586;1;1;1
20820;49.1642660606401;6.66324759558491;1;1;1
20815;49.1642656436954;6.66326129065273;0;1;1
20801;48.0242406102251;6.58441280843736;1;1;1
20801;49.1642756832663;6.66352276859728;1;1;1
20815;47.5859620181107;6.55518234164601;0;1;0
20801;47.8792545026902;6.5764704734636;0;1;0
20820;47.8792634932328;6.57647107919095;1;1;0
20810;47.8792634932328;6.57647107919095;1;1;0
20810;46.3766037083613;6.47806350879633;1;1;1
20815;47.8792720762843;6.57648504921789;0;1;0
20820;46.3765579356943;6.47808663940186;1;1;1
20801;46.3668505237478;6.47749460741542;1;1;1
20815;47.6897118465927;6.56381311998758;0;1;1
20820;46.3667957551908;6.47751716169115;1;1;1
20810;46.366892331941;6.47760143228901;1;1;1
20801;46.3766435333854;6.47823534067042;1;1;1
20801;47.5755202812825;6.55661759763569;0;1;0
20820;47.5755292734189;6.55661819657857;1;1;0
20810;47.5755292734189;6.55661819657857;1;1;0
20801;48.011301557964;6.58599367386471;1;1;0
20801;49.1163855508925;6.66258978729556;1;1;1
20815;49.116421476246;6.66259232769761;0;1;0
20810;43.4522139889686;6.30204194926922;1;1;0
20810;46.3729077374625;6.47926056602563;1;1;1
20801;46.3728967583269;6.47932497600262;1;1;1
20810;43.2811325726199;6.29337831967603;1;1;1
20820;46.3729219038815;6.47997767154992;1;1;1
20801;43.1800180123565;6.28783389483307;1;1;0
20801;43.1509154135154;6.2865713749511;1;1;0
20801;48.0187687487384;6.58867466952846;1;1;1
20820;43.2811085647509;6.29416563688125;1;1;1
20801;43.2813957961209;6.29419437107423;1;1;1
20815;43.2813680826607;6.29421743429563;0;1;1
20801;46.3259816765872;6.47814754660967;1;1;0
20801;47.2080775441661;6.53553930696864;1;1;0
20820;45.8906862546531;6.45143341962994;1;1;1
20820;48.4508272069703;6.6199954565559;1;1;1
20810;48.4508272069703;6.6199954565559;1;1;1
20810;45.8907432719974;6.45192748733221;1;1;1
20801;48.8621433960307;6.64890411372955;1;1;0
20820;48.8621613631579;6.64890537301111;1;1;0
20810;48.8621613631579;6.64890537301111;1;1;0
20815;48.8621703467214;6.64890600265221;0;1;0
20810;46.3722882213662;6.48272395053253;1;1;0
20801;47.6944325024027;6.56944031689765;1;1;0
20810;47.2231979901247;6.5385311918324;1;1;1
20810;47.6942584524804;6.56982901209705;1;1;0
20815;46.0731129411552;6.46467180403701;0;1;0
20815;47.2230517925773;6.5388919548189;0;1;1
20801;48.0770300675202;6.59616373772327;0;1;0
20820;47.2228994239038;6.53915971330571;1;1;1
20820;47.6897137477625;6.57024508683794;1;1;0
20815;43.4530565632668;6.30777602028744;0;1;1
20810;43.3945625733209;6.3054634797444;1;1;0
20801;43.3954700284671;6.30552795127493;1;1;1
20820;43.3953880030685;6.30556028308118;1;1;1
20820;48.0474884984334;6.5977697153881;1;1;1
20815;48.0474884984334;6.5977697153881;0;1;1
20801;43.1214004739311;6.29146812100201;0;1;0
20810;48.0474067732272;6.59779102712719;1;1;1
20820;48.7660332038081;6.64747870993567;1;1;1
20810;48.7660332038081;6.64747870993567;1;1;1
20815;43.4911112667663;6.31305900689795;0;1;1
20810;43.3217470780954;6.30341967122551;1;1;1
20820;43.4911524380666;6.31318506511024;1;1;1
20820;43.3216054865628;6.30363352890255;1;1;1
20801;49.0870731122742;6.67074152598119;1;1;1
20815;43.3216140982452;6.30364635465426;0;1;1
20820;49.0870906575513;6.67075647291494;1;1;0
20820;43.3958118825262;6.30819003699208;1;1;0
20801;46.3720022518672;6.48853943830806;1;1;1
20801;48.0183996928147;6.59751150510714;1;1;1
20815;48.0184266618074;6.59751333777401;0;1;1
20820;48.0185954161366;6.59759194111945;1;1;1
20815;46.3351294088055;6.48731816953185;0;1;1
20820;46.1347199342429;6.47472109613247;1;1;1
20815;46.1347199342429;6.47472109613247;0;1;1
20810;46.1347199342429;6.47472109613247;1;1;1
20801;48.9025930143869;6.65978451183393;1;1;1
20801;46.3814525652464;6.4907580880697;1;1;1
20815;43.3988260554467;6.31003037721043;0;1;1
20820;47.4060226824315;6.55825239910583;1;1;1
20810;47.4060226824315;6.55825239910583;1;1;1
20810;46.2490806365626;6.48308401141658;1;1;1
20820;46.3800757244762;6.49156871593867;1;1;1
20820;46.3277096496714;6.4885493012009;1;1;1
20810;46.3277096496714;6.4885493012009;1;1;1
20810;46.3799844122282;6.49190149290072;1;1;1
20815;46.248893033311;6.48361775702706;0;1;1
20820;46.2490009857252;6.48362462641923;1;1;1
20801;49.1950106676724;6.68212459531728;1;1;1
20801;49.2105798480357;6.68332969427531;1;0;0
